Date,Adj Close
9/20/2013,12.709903
9/23/2013,12.571038
9/24/2013,12.61489
9/25/2013,12.563728
9/26/2013,12.622195
9/27/2013,12.461406
9/30/2013,12.329851
10/1/2013,12.563728
10/2/2013,12.578346
10/3/2013,12.388318
10/4/2013,12.490643
10/7/2013,12.285996
10/8/2013,12.059426
10/9/2013,12.147132
10/10/2013,12.373701
10/11/2013,12.505259
10/14/2013,12.556421
10/15/2013,12.402939
10/16/2013,12.636818
10/17/2013,12.761065
10/18/2013,12.812225
10/21/2013,12.790298
10/22/2013,12.863388
10/23/2013,12.804916
10/24/2013,12.980325
10/25/2013,12.863388
10/28/2013,12.841461
10/29/2013,12.870696
10/30/2013,12.745737
10/31/2013,12.576676
11/1/2013,12.414966
11/4/2013,12.495822
11/5/2013,12.561977
11/6/2013,12.429668
11/7/2013,12.165048
11/8/2013,12.385565
11/11/2013,12.414966
11/12/2013,12.290008
11/13/2013,12.569326
11/14/2013,12.561977
11/15/2013,12.547274
11/18/2013,12.481121
11/19/2013,12.400268
11/20/2013,12.437018
11/21/2013,12.561977
11/22/2013,12.503175
11/25/2013,12.45172
11/26/2013,12.400268
11/27/2013,12.517874
11/29/2013,12.554626
12/2/2013,12.539922
12/3/2013,12.1724
12/4/2013,12.216504
12/5/2013,12.304709
12/6/2013,12.27531
12/9/2013,12.1724
12/10/2013,12.15035
12/11/2013,12.062142
12/12/2013,12.04744
12/13/2013,12.194451
12/16/2013,12.392917
12/17/2013,12.27531
12/18/2013,11.503505
12/19/2013,11.246243
12/20/2013,11.334446
12/23/2013,11.135983
12/24/2013,11.165384
12/26/2013,11.268292
12/27/2013,11.246243
12/30/2013,11.231538
12/31/2013,11.341795
1/2/2014,11.349146
1/3/2014,11.400599
1/6/2014,11.452051
1/7/2014,11.305044
1/8/2014,11.422651
1/9/2014,11.643166
1/10/2014,11.812226
1/13/2014,11.841629
1/14/2014,12.054793
1/15/2014,12.27531
1/16/2014,12.297357
1/17/2014,12.142997
1/21/2014,12.062142
1/22/2014,12.165048
1/23/2014,12.076844
1/24/2014,11.635818
1/27/2014,11.547607
1/28/2014,11.554958
1/29/2014,11.306745
1/30/2014,11.299335
1/31/2014,11.084463
2/3/2014,10.780675
2/4/2014,11.017777
2/5/2014,10.914046
2/6/2014,11.002959
2/7/2014,11.091873
2/10/2014,10.99555
2/11/2014,11.084463
2/12/2014,11.114101
2/13/2014,11.173376
2/14/2014,11.291925
2/18/2014,11.403069
2/19/2014,11.299335
2/20/2014,11.314156
2/21/2014,11.232652
2/24/2014,11.247472
2/25/2014,11.225244
2/26/2014,11.306745
2/27/2014,11.403069
2/28/2014,11.403069
3/3/2014,11.262288
3/4/2014,11.388247
3/5/2014,11.580893
3/6/2014,11.61053
3/7/2014,11.573483
3/10/2014,11.49198
3/11/2014,11.336385
3/12/2014,11.410478
3/13/2014,11.247472
3/14/2014,11.173376
3/17/2014,11.321563
3/18/2014,11.47716
3/19/2014,11.469752
3/20/2014,11.521619
3/21/2014,11.462343
3/24/2014,11.403069
3/25/2014,11.35861
3/26/2014,11.299335
3/27/2014,11.299335
3/28/2014,11.447523
3/31/2014,11.558664
4/1/2014,12.09214
4/2/2014,12.195873
4/3/2014,12.144006
4/4/2014,11.951363
4/7/2014,11.810586
4/8/2014,11.929136
4/9/2014,11.736489
4/10/2014,11.580893
4/11/2014,11.580893
4/14/2014,11.632758
4/15/2014,11.736489
4/16/2014,11.906906
4/17/2014,11.855041
4/21/2014,11.840222
4/22/2014,11.929136
4/23/2014,12.025455
4/24/2014,12.09214
4/25/2014,11.692036
4/28/2014,11.832813
4/29/2014,11.943955
4/30/2014,12.059696
5/1/2014,11.88048
5/2/2014,11.873013
5/5/2014,11.753537
5/6/2014,11.619126
5/7/2014,11.544454
5/8/2014,11.80581
5/9/2014,11.775938
5/12/2014,11.828209
5/13/2014,11.843143
5/14/2014,11.761002
5/15/2014,11.716202
5/16/2014,11.768472
5/19/2014,11.887948
5/20/2014,11.775938
5/21/2014,11.88048
5/22/2014,11.88048
5/23/2014,11.962623
5/27/2014,12.067164
5/28/2014,12.179174
5/29/2014,12.350923
5/30/2014,12.276251
6/2/2014,12.276251
6/3/2014,12.358386
6/4/2014,12.537605
6/5/2014,12.455466
6/6/2014,12.754156
6/9/2014,12.694419
6/10/2014,12.701887
6/11/2014,12.619743
6/12/2014,12.335988
6/13/2014,12.365855
6/16/2014,12.418125
6/17/2014,12.537605
6/18/2014,12.567472
6/19/2014,12.530139
6/20/2014,12.447995
6/23/2014,12.604813
6/24/2014,12.672015
6/25/2014,12.843762
6/26/2014,12.843762
6/27/2014,12.903502
6/30/2014,12.87363
7/1/2014,12.851231
7/2/2014,12.858698
7/3/2014,12.933371
7/7/2014,12.933371
7/8/2014,12.776557
7/9/2014,13.015512
7/10/2014,12.918436
7/11/2014,13.045382
7/14/2014,13.105118
7/15/2014,13.097651
7/16/2014,13.291803
7/17/2014,13.246997
7/18/2014,13.232062
7/21/2014,13.217131
7/22/2014,13.306734
7/23/2014,13.276868
7/24/2014,13.321672
7/25/2014,13.157389
7/28/2014,13.172325
7/29/2014,13.120051
7/30/2014,13.131333
7/31/2014,12.800418
8/1/2014,12.642484
8/4/2014,12.800418
8/5/2014,12.687607
8/6/2014,12.770335
8/7/2014,12.650002
8/8/2014,12.853068
8/11/2014,12.913232
8/12/2014,12.943316
8/13/2014,13.101253
8/14/2014,13.108773
8/15/2014,13.018521
8/18/2014,13.108773
8/19/2014,13.056129
8/20/2014,13.093733
8/21/2014,13.086213
8/22/2014,12.913232
8/25/2014,12.958356
8/26/2014,12.928272
8/27/2014,13.056129
8/28/2014,13.101253
8/29/2014,13.093733
9/2/2014,13.236626
9/3/2014,13.138856
9/4/2014,12.988439
9/5/2014,12.890668
9/8/2014,12.634963
9/9/2014,12.507107
9/10/2014,12.507107
9/11/2014,12.52967
9/12/2014,12.477024
9/15/2014,12.386773
9/16/2014,12.424378
9/17/2014,12.431901
9/18/2014,12.469504
9/19/2014,12.522148
9/22/2014,12.304048
9/23/2014,12.16115
9/24/2014,12.341649
9/25/2014,12.183712
9/26/2014,12.281482
9/29/2014,11.363945
9/30/2014,11.12328
10/1/2014,10.972861
10/2/2014,10.9503
10/3/2014,10.972861
10/6/2014,10.920219
10/7/2014,10.604344
10/8/2014,10.687074
10/9/2014,10.4088
10/10/2014,10.371198
10/13/2014,10.183177
10/14/2014,10.363676
10/15/2014,10.243344
10/16/2014,10.514093
10/17/2014,10.544179
10/20/2014,10.656989
10/21/2014,10.724678
10/22/2014,10.626905
10/23/2014,10.829967
10/24/2014,10.363676
10/27/2014,10.393758
10/28/2014,10.649467
10/29/2014,10.554621
10/30/2014,10.584971
10/31/2014,10.691203
11/3/2014,10.61532
11/4/2014,10.584971
11/5/2014,10.577383
11/6/2014,10.767079
11/7/2014,10.751903
11/10/2014,10.622912
11/11/2014,10.903657
11/12/2014,11.063002
11/13/2014,11.328576
11/14/2014,11.48792
11/17/2014,11.79143
11/18/2014,11.761081
11/19/2014,11.715553
11/20/2014,11.730728
11/21/2014,11.707964
11/24/2014,11.890072
11/25/2014,11.897659
11/26/2014,11.844543
11/28/2014,11.935597
12/1/2014,11.96595
12/2/2014,12.06459
12/3/2014,12.148057
12/4/2014,11.996303
12/5/2014,11.912834
12/8/2014,11.707964
12/9/2014,11.707964
12/10/2014,11.503095
12/11/2014,11.594148
12/12/2014,11.374103
12/15/2014,10.835367
12/16/2014,10.691203
12/17/2014,10.964361
12/18/2014,11.237521
12/19/2014,11.404455
12/22/2014,11.548621
12/23/2014,11.632088
12/24/2014,11.609324
12/26/2014,11.723144
12/29/2014,11.776255
12/30/2014,11.761081
12/31/2014,11.761081
1/2/2015,11.654848
1/5/2015,11.199583
1/6/2015,11.093352
1/7/2015,11.412041
1/8/2015,11.700377
1/9/2015,11.541033
1/12/2015,11.548621
1/13/2015,11.541033
1/14/2015,11.465155
1/15/2015,11.275459
1/16/2015,11.396866
1/20/2015,11.389277
1/21/2015,11.358928
1/22/2015,11.404455
1/23/2015,11.313399
1/26/2015,11.442393
1/27/2015,11.267873
1/28/2015,11.083906
1/29/2015,11.382852
1/30/2015,11.275537
2/2/2015,11.70479
2/3/2015,11.996068
2/4/2015,12.164704
2/5/2015,12.149373
2/6/2015,12.15704
2/9/2015,12.20303
2/10/2015,12.333339
2/11/2015,12.455978
2/12/2015,12.540301
2/13/2015,12.494307
2/17/2015,12.348671
2/18/2015,12.42532
2/19/2015,12.593957
2/20/2015,12.570961
2/23/2015,12.555629
2/24/2015,12.540301
2/25/2015,12.655274
2/26/2015,12.555629
2/27/2015,12.524969
3/2/2015,12.701269
3/3/2015,12.394661
3/4/2015,12.287348
3/5/2015,12.348671
3/6/2015,12.210695
3/9/2015,12.287348
3/10/2015,12.049725
3/11/2015,12.072722
3/12/2015,12.394661
3/13/2015,12.417656
3/16/2015,12.639948
3/17/2015,12.563294
3/18/2015,12.61695
3/19/2015,12.524969
3/20/2015,12.632282
3/23/2015,12.701269
3/24/2015,12.693603
3/25/2015,12.402326
3/26/2015,12.272017
3/27/2015,12.249022
3/30/2015,12.386993
3/31/2015,12.371665
4/1/2015,12.195364
4/2/2015,12.287348
4/6/2015,12.26435
4/7/2015,12.187698
4/8/2015,12.249022
4/9/2015,12.226025
4/10/2015,12.287348
4/13/2015,12.164704
4/14/2015,12.241357
4/15/2015,12.318008
4/16/2015,12.21836
4/17/2015,12.080387
4/20/2015,12.195364
4/21/2015,12.126377
4/22/2015,12.195364
4/23/2015,12.080387
4/24/2015,12.088052
4/27/2015,12.187698
4/28/2015,12.310344
4/29/2015,12.395456
4/30/2015,12.225231
5/1/2015,12.232968
5/4/2015,12.209754
5/5/2015,12.016318
5/6/2015,11.977631
5/7/2015,12.000844
5/8/2015,12.124643
5/11/2015,12.109167
5/12/2015,12.039531
5/13/2015,11.923468
5/14/2015,11.815145
5/15/2015,11.977631
5/18/2015,12.055005
5/19/2015,11.993106
5/20/2015,11.838357
5/21/2015,12.000844
5/22/2015,11.815145
5/26/2015,11.753243
5/27/2015,11.85383
5/28/2015,11.830619
5/29/2015,11.737768
6/1/2015,11.884781
6/2/2015,11.807407
6/3/2015,11.760981
6/4/2015,11.64492
6/5/2015,11.436007
6/8/2015,11.528858
6/9/2015,11.51338
6/10/2015,11.629446
6/11/2015,11.82288
6/12/2015,11.784195
6/15/2015,11.64492
6/16/2015,11.606232
6/17/2015,11.621708
6/18/2015,11.714557
6/19/2015,11.691344
6/22/2015,11.706819
6/23/2015,11.830619
6/24/2015,11.993106
6/25/2015,11.946681
6/26/2015,11.915731
6/29/2015,11.621708
6/30/2015,11.613969
7/1/2015,11.598495
7/2/2015,11.505645
7/6/2015,11.443745
7/7/2015,11.49017
7/8/2015,11.11877
7/9/2015,11.087819
7/10/2015,11.203883
7/13/2015,11.327682
7/14/2015,11.459221
7/15/2015,11.412797
7/16/2015,11.27352
7/17/2015,11.366368
7/20/2015,11.27352
7/21/2015,11.227093
7/22/2015,11.157458
7/23/2015,11.304468
7/24/2015,11.134245
7/27/2015,11.258045
7/28/2015,11.474695
7/29/2015,11.888971
7/30/2015,11.802989
7/31/2015,11.591943
8/3/2015,11.677923
8/4/2015,11.654475
8/5/2015,11.568492
8/6/2015,11.591943
8/7/2015,11.568492
8/10/2015,11.717008
8/11/2015,11.490327
8/12/2015,11.474693
8/13/2015,11.498142
8/14/2015,11.552859
8/17/2015,11.474693
8/18/2015,11.591943
8/19/2015,11.545044
8/20/2015,11.279281
8/21/2015,10.833737
8/24/2015,10.310027
8/25/2015,10.083347
8/26/2015,10.325662
8/27/2015,10.599241
8/28/2015,10.739938
8/31/2015,10.841553
9/1/2015,10.724304
9/2/2015,10.841553
9/3/2015,10.818104
9/4/2015,10.599241
9/8/2015,10.685223
9/9/2015,10.57579
9/10/2015,10.732122
9/11/2015,10.716488
9/14/2015,10.771205
9/15/2015,11.185482
9/16/2015,11.443427
9/17/2015,11.41216
9/18/2015,11.162032
9/21/2015,11.193296
9/22/2015,10.880635
9/23/2015,10.69304
9/24/2015,10.669589
9/25/2015,10.57579
9/28/2015,10.255312
9/29/2015,10.278763
9/30/2015,10.607058
10/1/2015,10.685223
10/2/2015,10.935353
10/5/2015,11.091683
10/6/2015,11.185482
10/7/2015,11.529411
10/8/2015,11.717008
10/9/2015,11.701376
10/12/2015,11.709191
10/13/2015,11.677923
10/14/2015,11.732641
10/15/2015,11.896788
10/16/2015,11.943688
10/19/2015,12.006217
10/20/2015,12.021853
10/21/2015,12.0453
10/22/2015,12.178182
10/23/2015,12.248533
10/26/2015,12.25635
10/27/2015,11.638843
10/28/2015,11.820451
10/29/2015,11.630946
10/30/2015,11.694115
11/2/2015,11.646739
11/3/2015,11.694115
11/4/2015,11.567776
11/5/2015,11.504609
11/6/2015,11.46513
11/9/2015,11.315103
11/10/2015,11.275621
11/11/2015,11.299311
11/12/2015,11.086117
11/13/2015,10.991361
11/16/2015,11.086117
11/17/2015,11.172973
11/18/2015,11.417753
11/19/2015,11.504609
11/20/2015,11.528296
11/23/2015,11.488816
11/24/2015,11.488816
11/25/2015,11.488816
11/27/2015,11.473023
11/30/2015,11.315103
12/1/2015,11.496711
12/2/2015,11.25983
12/3/2015,11.038739
12/4/2015,11.212454
12/7/2015,11.149283
12/8/2015,11.030844
12/9/2015,10.967675
12/10/2015,11.022945
12/11/2015,10.77027
12/14/2015,10.754478
12/15/2015,10.951881
12/16/2015,11.338791
12/17/2015,11.038739
12/18/2015,10.896607
12/21/2015,10.841337
12/22/2015,11.212454
12/23/2015,11.338791
12/24/2015,11.299311
12/28/2015,11.196661
12/29/2015,11.236141
12/30/2015,11.188764
